anime,oseba,vloga 
34542,19371,Supporting
34542,42800,Director
34542,11626,Director
34542,33707,Sound Director
34542,18371,Episode Director
11013,513,Main
11013,5250,Main
11013,185,Supporting
11013,65,Supporting
11013,2,Supporting
11013,5626,Supporting
11013,7695,Supporting
11013,7263,Supporting
11013,599,Supporting
11013,555,Supporting
11013,51843,Producer
11013,15107,Director
11013,35787,Sound Director
11013,31545,Episode Director
136,546,Main
136,15,Main
136,688,Main
136,936,Main
136,64,Supporting
136,825,Supporting
136,10503,Supporting
136,824,Supporting
136,622,Supporting
136,104,Supporting
136,5655,Director
136,15943,Sound Director
136,19333,Episode Director
136,47930,Episode Director
37105,11030,Main
37105,33995,Main
37105,1762,Main
37105,817,Main
37105,13551,Supporting
37105,13639,Supporting
37105,25,Supporting
37105,20,Supporting
37105,22183,Supporting
37105,16635,Supporting
37105,5152,Director
37105,47809,Episode Director
37105,81,Theme Song Performance
37105,20,Theme Song Performance
39597,11817,Main
39597,890,Main
39597,10765,Main
39597,99,Supporting
39597,10989,Supporting
39597,95,Supporting
39597,10217,Supporting
39597,33795,Supporting
39597,7190,Director
39597,52264,Episode Director
39597,51059,Storyboard
39597,10561,Theme Song Performance
5341,70,Main
5341,86,Main
5341,82,Supporting
5341,94,Supporting
5341,135,Supporting
5341,113,Supporting
5341,1425,Supporting
5341,1637,Supporting
5341,1013,Supporting
5341,6738,Director
5341,19327,Sound Director
5341,40943,Episode Director
5341,41129,Episode Director
877,82,Main
877,249,Main
877,17,Supporting
877,1,Supporting
877,409,Supporting
877,174,Supporting
877,6,Supporting
877,4,Supporting
877,41,Supporting
877,135,Supporting
877,8170,Producer
877,5921,Director
877,16749,Sound Director
877,10579,Episode Director
8675,7263,Main
8675,380,Main
8675,186,Main
8675,6560,Main
8675,124,Supporting
8675,34,Supporting
8675,1760,Supporting
8675,1696,Supporting
8675,10013,Supporting
8675,52,Supporting
8675,17035,Producer
8675,10435,Director
8675,10439,Sound Director
8675,10134,Episode Director
10162,12453,Main
10162,6214,Main
10162,92,Supporting
10162,12591,Supporting
10162,90,Supporting
10162,11784,Supporting
10162,741,Supporting
10162,10168,Supporting
10162,183,Supporting
10162,9211,Supporting
10162,7268,Director
10162,33967,Sound Director
10162,18823,Episode Director
10162,41244,Episode Director
37086,869,Main
37086,24265,Main
37086,39625,Main
37086,655,Supporting
37086,99,Supporting
37086,12079,Supporting
37086,99,Supporting
37086,82,Supporting
37086,21515,Supporting
37086,2,Supporting
37086,20016,Director
37086,39291,Director
37086,35673,Sound Director
37086,39602,Episode Director
28977,2,Main
28977,8,Main
28977,278,Main
28977,123,Supporting
28977,17,Supporting
28977,5,Supporting
28977,428,Supporting
28977,160,Supporting
28977,284,Supporting
28977,245,Supporting
28977,12437,Director
28977,37604,Director
28977,5152,Sound Director
28977,16067,Episode Director
14749,27,Main
14749,10765,Main
14749,12652,Main
14749,13643,Main
14749,8555,Main
14749,16135,Supporting
14749,11184,Supporting
14749,16635,Supporting
14749,78,Supporting
14749,11236,Supporting
14749,7268,Director
14749,8074,Sound Director
14749,42034,Episode Director
14749,25613,Episode Director
31442,14441,Main
31442,869,Main
31442,13639,Main
31442,356,Main
31442,11641,Main
31442,17297,Main
31442,31,Supporting
31442,177,Supporting
31442,70,Supporting
31442,12737,Supporting
31442,5055,Director
31442,7194,Sound Director
31442,8129,Episode Director
31442,7025,Episode Director
45,108,Main
45,58,Main
45,866,Main
45,637,Main
45,572,Supporting
45,703,Supporting
45,181,Supporting
45,598,Supporting
45,1245,Supporting
45,959,Supporting
45,5655,Director
45,19333,Episode Director
45,22703,Episode Director
45,11134,Episode Director
23199,118,Main
23199,212,Main
23199,99,Main
23199,86,Main
23199,600,Main
23199,185,Main
23199,65,Supporting
23199,1122,Supporting
23199,513,Supporting
23199,823,Supporting
23199,6671,Director
23199,41929,Episode Director
23199,14167,Episode Director
23199,48261,Episode Director
1889,31,Main
1889,27,Main
1889,3,Main
1889,3,Main
1889,28,Main
1889,30,Main
1889,29,Main
1889,121,Main
1889,27,Supporting
1889,831,Supporting
1889,6831,Director
1889,936,Sound Director
1889,8931,Episode Director
1889,22703,Episode Director
38101,11297,Main
38101,24413,Main
38101,6996,Main
38101,11622,Main
38101,185,Main
38101,11817,Main
38101,11659,Supporting
38101,245,Supporting
38101,1122,Supporting
38101,8921,Supporting
38101,40738,Director
38101,15943,Sound Director
38101,42258,Episode Director
38101,37034,Episode Director
237,78,Main
237,407,Main
237,63,Main
237,176,Main
237,70,Supporting
237,595,Supporting
237,237,Supporting
237,65,Supporting
237,80,Supporting
237,310,Supporting
237,5405,Director
237,6489,Director
237,33967,Sound Director
237,6856,Episode Director
263,619,Main
263,113,Main
263,133,Main
263,138,Main
263,63,Main
263,173,Supporting
263,6,Supporting
263,1,Supporting
263,1414,Supporting
263,807,Supporting
263,10285,Director
263,16749,Sound Director
263,11507,Episode Director
263,11017,Episode Director
1691,94,Main
1691,247,Main
1691,210,Main
1691,584,Supporting
1691,92,Supporting
1691,89,Supporting
1691,38,Supporting
1691,563,Supporting
1691,594,Supporting
1691,113,Supporting
1691,203,Producer
1691,7194,Sound Director
1691,30623,Episode Director
1691,42581,Episode Director
1519,144,Main
1519,87,Main
1519,450,Main
1519,125,Main
1519,571,Supporting
1519,6,Supporting
1519,1816,Supporting
1519,6224,Supporting
1519,931,Supporting
1519,272,Supporting
1519,51842,Producer
1519,8947,Director
1519,38759,Episode Director
1519,26077,Episode Director
21603,817,Main
21603,494,Main
21603,31,Main
21603,792,Main
21603,65,Main
21603,428,Main
21603,185,Main
21603,30,Main
21603,12799,Main
21603,8806,Main
21603,18249,Producer
21603,14031,Producer
21603,5089,Director
21603,15805,Director
15225,10981,Main
15225,10217,Main
15225,672,Main
15225,27,Main
15225,1133,Supporting
15225,14519,Supporting
15225,11893,Supporting
15225,19834,Supporting
15225,17209,Supporting
15225,22003,Supporting
15225,19607,Director
15225,8074,Sound Director
15225,51665,Episode Director
15225,30939,Script
16011,185,Main
16011,16135,Main
16011,1762,Main
16011,599,Supporting
16011,11622,Supporting
16011,68,Supporting
16011,428,Supporting
16011,8555,Supporting
16011,157,Supporting
16011,7899,Supporting
16011,11299,Director
16011,6016,Sound Director
16011,10936,Episode Director
16011,29899,Episode Director
37982,13639,Main
37982,7263,Main
37982,38359,Main
37982,27405,Supporting
37982,591,Supporting
37982,7695,Supporting
37982,43279,Supporting
37982,112,Supporting
37982,7001,Supporting
37982,46066,Supporting
37982,41885,Director
37982,47950,Sound Director
37982,35039,Script
37982,12655,Storyboard
40839,21517,Main
40839,39133,Main
40839,6686,Supporting
40839,34785,Supporting
40839,11184,Supporting
40839,47222,Supporting
40839,6302,Supporting
40839,5749,Supporting
40839,46066,Supporting
40839,47221,Supporting
40839,39175,Director
40839,19327,Sound Director
40839,52265,Episode Director
40839,46001,Theme Song Performance
32105,16635,Main
32105,12961,Main
32105,95,Supporting
32105,20156,Supporting
32105,21515,Supporting
32105,1154,Supporting
32105,356,Supporting
32105,15919,Supporting
32105,494,Supporting
32105,33019,Supporting
32105,31235,Director
32105,19327,Sound Director
32105,19914,Episode Director
32105,31571,Episode Director
39701,735,Main
39701,672,Main
39701,2,Main
39701,86,Main
39701,11641,Main
39701,6686,Main
39701,36667,Main
39701,21517,Main
39701,90,Main
39701,672,Supporting
39701,37151,Director
39701,21517,Theme Song Performance
39701,6608,Theme Song Performance
39701,7539,Theme Song Performance
5530,17,Main
5530,97,Main
5530,13,Main
5530,62,Main
5530,185,Main
5530,341,Supporting
5530,86,Supporting
5530,212,Supporting
5530,13,Supporting
5530,67,Supporting
5530,5077,Producer
5530,9316,Producer
5530,8219,Director
5530,8185,Sound Director
8937,991,Main
8937,885,Main
8937,241,Supporting
8937,270,Supporting
8937,124,Supporting
8937,5250,Supporting
8937,580,Supporting
8937,93,Supporting
8937,599,Supporting
8937,756,Supporting
8937,16559,Producer
8937,42213,Producer
8937,10384,Director
8937,8110,Sound Director
36649,33995,Main
36649,74,Main
36649,17635,Supporting
36649,86,Supporting
36649,37562,Supporting
36649,6,Supporting
36649,125,Supporting
36649,436,Supporting
36649,720,Supporting
36649,410,Supporting
36649,21331,Director
36649,35729,Sound Director
36649,12494,Episode Director
36649,35807,Episode Director
34561,599,Main
34561,11297,Main
34561,10071,Main
34561,5,Main
34561,21517,Main
34561,21971,Main
34561,5491,Main
34561,90,Supporting
34561,12212,Supporting
34561,7263,Supporting
34561,12163,Director
34561,8074,Sound Director
34561,49301,Episode Director
34561,48786,Episode Director
13659,6996,Main
13659,513,Main
13659,185,Supporting
13659,869,Supporting
13659,6560,Supporting
13659,184,Supporting
13659,27,Supporting
13659,1472,Supporting
13659,27,Supporting
13659,11641,Supporting
13659,14031,Producer
13659,52145,Producer
13659,11185,Director
13659,6549,Sound Director
6956,504,Main
6956,111,Main
6956,817,Main
6956,212,Main
6956,118,Main
6956,86,Main
6956,413,Main
6956,248,Main
6956,7263,Supporting
6956,93,Supporting
6956,51843,Producer
6956,8538,Director
6956,7194,Sound Director
6956,42034,Episode Director
9969,2,Main
9969,8,Main
9969,278,Main
9969,123,Supporting
9969,17,Supporting
9969,5,Supporting
9969,428,Supporting
9969,160,Supporting
9969,284,Supporting
9969,245,Supporting
9969,5152,Co-Director
9969,16407,Producer
9969,12437,Director
9969,20050,Sound Director
35994,270,Main
35994,20795,Main
35994,39938,Supporting
35994,655,Supporting
35994,79,Supporting
35994,337,Supporting
35994,41245,Director
35994,6016,Sound Director
35994,38963,Episode Director
35994,50592,Episode Director
15051,17211,Main
15051,11361,Main
15051,17213,Main
15051,8921,Main
15051,11359,Main
15051,14409,Main
15051,1592,Main
15051,17207,Main
15051,17209,Main
15051,20586,Supporting
15051,19840,Director
15051,30337,Sound Director
15051,37107,Episode Director
15051,21187,Episode Director
6573,174,Main
6573,81,Main
6573,188,Main
6573,185,Main
6573,457,Main
6573,207,Supporting
6573,71,Supporting
6573,310,Supporting
6573,197,Supporting
6573,52,Supporting
6573,2762,Director
6573,33967,Sound Director
6573,9133,Episode Director
6573,28891,Episode Director
14833,70,Main
14833,86,Main
14833,99,Supporting
14833,207,Supporting
14833,890,Supporting
14833,11184,Supporting
14833,93,Supporting
14833,61,Supporting
14833,330,Supporting
14833,118,Supporting
14833,6738,Director
14833,39644,Episode Director
14833,31677,Episode Director
14833,40406,Episode Director
39547,7695,Main
39547,869,Main
39547,11184,Main
39547,11622,Main
39547,141,Supporting
39547,10071,Supporting
39547,6686,Supporting
39547,257,Supporting
39547,206,Supporting
39547,31,Supporting
39547,10140,Director
39547,6549,Sound Director
39547,869,Theme Song Performance
39547,11184,Theme Song Performance
31181,90,Main
31181,118,Main
31181,99,Main
31181,156,Main
31181,158,Main
31181,61,Supporting
31181,28,Supporting
31181,185,Supporting
31181,869,Supporting
31181,5089,Director
31181,15639,Director
31181,7194,Sound Director
31181,42180,Episode Director
25835,33979,Main
25835,27405,Main
25835,20795,Main
25835,27839,Main
25835,33875,Main
25835,8478,Supporting
25835,10765,Supporting
25835,257,Supporting
25835,16453,Supporting
25835,10065,Supporting
25835,9675,Producer
25835,48089,Producer
25835,9552,Director
25835,41455,Episode Director
35860,34785,Main
35860,672,Main
35860,43279,Supporting
35860,10981,Supporting
35860,39426,Supporting
35860,25437,Supporting
35860,14131,Supporting
35860,47086,Supporting
35860,270,Supporting
35860,33995,Supporting
35860,49153,Director
35860,38120,Sound Director
35860,2096,Script
35860,10294,Script
34822,43279,Main
34822,37562,Main
34822,12212,Main
34822,8639,Main
34822,41831,Supporting
34822,20795,Supporting
34822,44320,Supporting
34822,41048,Supporting
34822,195,Supporting
34822,17629,Supporting
34822,6909,Director
34822,35787,Sound Director
34822,51876,Episode Director
34822,15655,Script
38680,33995,Main
38680,44317,Main
38680,10989,Main
38680,513,Main
38680,17635,Supporting
38680,12961,Supporting
38680,79,Supporting
38680,7288,Supporting
38680,6560,Supporting
38680,26063,Supporting
38680,38648,Director
38680,8074,Sound Director
38680,2307,Storyboard
38680,48117,Theme Song Performance
