id,naslov,sezona,zacetek,konec,vir,epizode,dolzina,stevilo_clenov,najljubsi,ocena,opis,oznaka 
877,Nana,Spring 2006,2006,2007,Manga,47,23 min. per ep.,382666,16130,8.46,"Nana Komatsu is a helpless, naïve 20-year-old who easily falls in love and becomes dependent and clingy to those around her. Even though she nurses ambitious dreams of removing herself from her provin...",R+
8675,Seitokai Yakuindomo,Summer 2010,2010,2010,4-koma manga,13,24 min. per ep.,380272,3028,7.61,"On his first day of high school at the formerly all-girl&#039;s Ousai Private Academy, Takatoshi Tsuda is called out for his untidy uniform by the student council president Shino Amakusa. In apology for de...",R
10162,Usagi Drop,Summer 2011,2011,2011,Manga,11,22 min. per ep.,379846,5649,8.44,"Daikichi Kawachi is a 30-year-old bachelor working a respectable job but otherwise wandering aimlessly through life. When his grandfather suddenly passes away, he returns to the family home to pay his...",PG-13
37086,Kakegurui××,Winter 2019,2019,2019,Manga,12,24 min. per ep.,379187,1375,7.36,"As Yumeko Jabami&#039;s fame grows and the reputation of the student council dwindles, Kirari Momobami decides to revolutionize the group. To this end, she announces an election for its next president. The...",R
28977,Gintama°,Spring 2015,2015,2016,Manga,51,24 min. per ep.,378593,11017,9.11,"Gintoki, Shinpachi, and Kagura return as the fun-loving but broke members of the Yorozuya team! Living in an alternate-reality Edo, where swords are prohibited and alien overlords have conquered Japan...",PG-13
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,Winter 2013,2013,2013,Light novel,13,23 min. per ep.,376841,1875,7.08,"The infidelity of Eita Kidou&#039;s parents not only made his family fall apart, but also made him skeptic of love. Having no intention to delve into romance, Eita devotes his entire high school life to hi...",PG-13
31442,Musaigen no Phantom World,Winter 2016,2016,2016,Light novel,13,24 min. per ep.,376446,1076,6.9,"Phantoms: supernatural entities such as ghosts or youkai that, until recently, were thought to be superstition. However, when a virus that infects the brain spreads throughout society, people&#039;s percep...",PG-13
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Winter 1996,1996,1998,Manga,94,25 min. per ep.,375015,11081,8.32,"In the final years of the Bakumatsu era lived a legendary assassin known as Hitokiri Battousai. Feared as a merciless killer, he was unmatched throughout the country, but mysteriously disappeared at t...",PG-13
23199,Durarara!!x2 Shou,Winter 2015,2015,2015,Light novel,12,24 min. per ep.,374952,996,8.03,"Although peace has finally returned to Ikebukuro, many of the odd occurrences have become common sights around the city. One such case is the police&#039;s constant pursuit of Celty Sturluson, the Headless...",R
1889,Higurashi no Naku Koro ni Kai,Summer 2007,2007,2007,Visual novel,24,24 min. per ep.,373950,6521,8.24,"In the small village of Hinamizawa, Rika Furude and her friends live together in relative harmony. Beneath this mask of peace, however, lies a hidden darkness, one that Rika understands all too well...",R
38101,5-toubun no Hanayome,Winter 2019,2019,2019,Manga,12,24 min. per ep.,373095,5216,7.58,"Fuutarou Uesugi is an ace high school student, but leads an otherwise tough life. His standoffish personality and reclusive nature have left him friendless, and his father is debt-ridden, forcing his...",PG-13
237,Koukyoushihen Eureka Seven,Spring 2005,2005,2006,Original,50,24 min. per ep.,372700,9145,8.1,"In the backwater town of Bellforest lives a 14-year-old boy named Renton Thurston. He desires to leave his home behind and join the mercenary group known as Gekkostate, hoping to find some adventure t...",PG-13
263,Hajime no Ippo,Fall 2000,2000,2002,Manga,75,23 min. per ep.,367801,15132,8.75,"Makunouchi Ippo has been bullied his entire life. Constantly running errands and being beaten up by his classmates, Ippo has always dreamed of changing himself, but never has the passion to act upon i...",PG-13
1691,Kaze no Stigma,Spring 2007,2007,2007,Light novel,24,24 min. per ep.,365450,2124,7.28,"Kazuma Yagami is a user of &quot;Fuujutsu,&quot; the ability to control the wind. He returns to his old home, the noble Kannagi household, after being banished four years ago for his inability to control fire a...",PG-13
1519,Black Lagoon: The Second Barrage,Fall 2006,2006,2006,Manga,12,24 min. per ep.,365379,2441,8.2,"Rokurou &quot;Rock&quot; Okajima has joined the Lagoon Company, a pirate mercenary group which operates out of Roanapur, Thailand. Despite his initial protests, this filthy slum of depraved souls and merciless...",R
21603,Mekakucity Actors,Spring 2014,2014,2014,Music,12,23 min. per ep.,364434,3693,7.09,"On the hot summer day of August 14, Shintarou Kisaragi is forced to leave his room for the first time in two years. While arguing with the cyber girl Ene who lives in his computer, Shintarou Kisaragi...",PG-13
15225,Hentai Ouji to Warawanai Neko.,Spring 2013,2013,2013,Light novel,12,24 min. per ep.,361238,1705,7.26,"Youto Yokodera wants to be seen in a way different from most men: as a pervert. However, his lewd actions are often misinterpreted as good intentions, and people cannot see his true nature. Upon heari...",PG-13
16011,Tokyo Ravens,Fall 2013,2013,2014,Light novel,24,23 min. per ep.,361227,1905,7.55,Onmyoudou magic was once a powerful technique used by the Japanese during the second World War in order for them to gain the upper hand and establish their nation as a formidable force. But Japan was...,PG-13
37982,Domestic na Kanojo,Winter 2019,2019,2019,Manga,12,25 min. per ep.,359029,3019,6.8,"In their teenage years, few things can hurt people more than the heartaches that come with unrequited love. Such is the case for Natsuo Fujii, who has found himself entranced by his school&#039;s ever-chee...",R+
40839,"Kanojo, Okarishimasu",Summer 2020,2020,2020,Manga,12,24 min. per ep.,358823,4375,7.38,"Kazuya Kinoshita is a 20-year-old college student who has a wonderful girlfriend: the bright and sunny Mami Nanami. But suddenly, he doesn&#039;t. Without warning, Mami breaks up with him, leaving him utte...",PG-13
32105,Sousei no Onmyouji,Spring 2016,2016,2017,Manga,50,24 min. per ep.,358379,2871,7.33,"Magano, a parallel realm filled with monsters known as &quot;Kegare,&quot; is a place where exorcists deal with all impurities. Benio Adashino is a prodigy exorcist who is recognized for her strength and is sum...",PG-13
39701,Nanatsu no Taizai: Kamigami no Gekirin,Fall 2019,2019,2020,Manga,24,24 min. per ep.,354028,1748,6.39,"After saving the Kingdom of Liones from the 10 Commandments, Meliodas and the Seven Deadly Sins are enjoying their time off. However, things aren&#039;t as peaceful as they seem, as the Sins are put throug...",PG-13
5530,Pandora Hearts,Spring 2009,2009,2009,Manga,25,24 min. per ep.,353425,5575,7.73,"To young Oz Vessalius, heir to the Vessalius Duke House, the perilous world called the Abyss is nothing more than a folktale used to scare misbehaving children. However, when Oz&#039;s coming-of-age ceremo...",PG-13
8937,Toaru Majutsu no Index II,Fall 2010,2010,2011,Light novel,24,23 min. per ep.,353029,3223,7.62,"As tensions between the world of magic and Academy City continues to rise, Touma Kamijou and his hand of negation must face off against both esper and magician in order to protect the lives of those a...",R
36649,Banana Fish,Summer 2018,2018,2018,Manga,24,22 min. per ep.,352397,12944,8.42,"Aslan Jade Callenreese, known as Ash Lynx, was a runaway picked off the streets of New York City and raised by the infamous godfather of the mafia, Dino Golzine. Now 17 years old and the boss of his o...",R
34561,Re:Creators,Spring 2017,2017,2017,Original,22,24 min. per ep.,350870,2742,7.58,Humans have designed countless worlds—each one born from the unique imagination of its creator. Souta Mizushino is a high school student who aspires to be such a creator by writing and illustrating hi...,R
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai,Fall 2010,2013,2013,Light novel,13,24 min. per ep.,348219,4511,7.08,"The diehard otaku Kirino Kousaka has returned and settled back into life in Japan with her friends and family. Despite what her older brother Kyousuke has previously done for her, Kirino continues to...",PG-13
6956,Working!!,Spring 2010,2010,2010,4-koma manga,13,24 min. per ep.,348176,2357,7.71,"Due to his love for small, cute things, Souta Takanashi cannot turn childlike Popura Taneshima down when she recruits him to work for Wagnaria, a family restaurant located in Hokkaido. Takanashi takes...",PG-13
9969,Gintama,Spring 2006,2011,2012,Manga,51,24 min. per ep.,346754,46547,9.08,"After a one-year hiatus, Shinpachi Shimura returns to Edo, only to stumble upon a shocking surprise: Gintoki and Kagura, his fellow Yorozuya members, have become completely different characters! Fleei...",PG-13
35994,Satsuriku no Tenshi,Summer 2018,2018,2018,Game,16,23 min. per ep.,345319,4111,6.86,"With dead and lifeless eyes, Rachel Gardner wishes only to die. Waking up in the basement of a building, she has no idea how or why she&#039;s there. She stumbles across a bandaged murderer named Zack, who...",R
15051,Love Live! School Idol Project,Winter 2013,2013,2013,Other,13,23 min. per ep.,342639,7933,7.45,"Otonokizaka High School is in a crisis! With the number of enrolling students dropping lower and lower every year, the school is set to shut down after its current first years graduate. However, secon...",PG-13
6573,Darker than Black: Ryuusei no Gemini,Fall 2009,2009,2009,Original,12,24 min. per ep.,342597,1575,7.48,"One night, as meteors streak across the star-studded sky, Shion Pavlichenko becomes a Contractor. Despite her brother&#039;s transformation, Shion&#039;s twin sister Suou continues to live a fairly ordinary lif...",R
14833,Maoyuu Maou Yuusha,Winter 2013,2013,2013,Light novel,12,23 min. per ep.,342082,1070,7.32,"Fifteen years have passed since the war between humans and demons began. Dissatisfied with their slow advance into the Demon Realm, the Hero abandons his companions to quickly forge ahead towards the...",PG-13
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,Summer 2020,2020,2020,Light novel,12,24 min. per ep.,339448,11477,8.49,"Resolved to become a more independent person, Yukino Yukinoshita decides to smoothen things out with her parents, and the first step toward achieving that goal is to prove herself. As graduation draws...",PG-13
31181,Owarimonogatari,Fall 2015,2015,2015,Light novel,12,26 min. per ep.,339153,2196,8.46,"A peculiar transfer student named Ougi Oshino has just arrived at Naoetsu Private High School. She is quickly introduced to senior student Koyomi Araragi by their mutual friend Kanbaru Suruga, in hope...",R
25835,Shirobako,Fall 2014,2014,2015,Original,24,24 min. per ep.,338401,5824,8.36,"It all started in Kaminoyama High School, when five best friends—Aoi Miyamori, Ema Yasuhara, Midori Imai, Shizuka Sakaki, and Misa Toudou—discovered their collective love for all things anime and form...",PG-13
35860,Karakai Jouzu no Takagi-san,Winter 2018,2018,2018,Manga,12,23 min. per ep.,338260,3339,7.79,"Having a friend that knows you inside out should be a good thing, but in Nishikata&#039;s case, the opposite is true. His classmate Takagi loves to tease him on a daily basis, and she uses her extensive kn...",PG-13
34822,Tsuki ga Kirei,Spring 2017,2017,2017,Original,12,24 min. per ep.,338190,6011,8.2,"With a new school year comes a new crowd of classmates, and for their final year of junior high, aspiring writer Kotarou Azumi and track team member Akane Mizuno end up in the same class. Though initi...",PG-13
38680,Fruits Basket 1st Season,Spring 2019,2019,2019,Manga,25,23 min. per ep.,337660,5729,8.21,"Tooru Honda has always been fascinated by the story of the Chinese Zodiac that her beloved mother told her as a child. However, a sudden family tragedy changes her life, and subsequent circumstances l...",PG-13
10800,Chihayafuru,Fall 2011,2011,2012,Manga,25,22 min. per ep.,334411,6748,8.24,"Chihaya Ayase, a strong-willed and tomboyish girl, grows up under the shadow of her older sister. With no dreams of her own, she is contented with her share in life till she meets Arata Wataya. The qu...",PG-13
33731,Gabriel DropOut,Winter 2017,2017,2017,Manga,12,23 min. per ep.,329922,2776,7.5,"For centuries, Heaven has required its young angels to live and study among humans in order to become full-fledged angels. This is no different for top-of-her-class Gabriel White Tenma, who believes i...",PG-13
36296,Hinamatsuri,Spring 2018,2018,2018,Manga,12,23 min. per ep.,329565,3108,8.22,"While reveling in the successful clinching of a prized vase for his collection, Yoshifumi Nitta, a yakuza member, is rudely interrupted when a large, peculiar capsule suddenly materializes and falls o...",PG-13
